data_inizio, data_fine, tipologia, id_giocatore
2023-01-10,2023-04-10,trimestrale,429133
2020-01-30,2020-02-29,mensile,453010
2020-10-18,2021-10-18,annuale,442329
2019-01-15,2019-04-15,trimestrale,465829
2022-02-27,2022-05-28,trimestrale,411869
2020-03-30,2021-03-30,annuale,428683
2021-03-18,2022-03-18,annuale,558146
2018-09-02,2018-12-01,trimestrale,527235
2020-11-16,2021-02-14,trimestrale,519418
2021-09-22,2021-10-22,mensile,600191
2021-10-13,2021-11-12,mensile,502891
2022-03-29,2022-04-28,mensile,524238
2021-12-11,2022-03-11,trimestrale,570257
2023-01-22,2023-02-21,mensile,456252
2018-10-20,2018-11-19,mensile,476817
2018-08-21,2019-08-21,annuale,420657
2021-10-02,2021-12-31,trimestrale,527774
2018-04-28,2018-05-28,mensile,529527
2020-05-07,2021-05-07,annuale,414132
2021-04-22,2022-04-22,annuale,579740
2022-03-18,2023-03-18,annuale,465780
2020-03-15,2020-04-14,mensile,484007
2020-10-25,2020-11-24,mensile,597819
2020-08-12,2020-09-11,mensile,572465
2019-08-19,2020-08-18,annuale,506663
2018-08-13,2018-09-12,mensile,556209
2020-05-10,2021-05-10,annuale,418523
2020-01-02,2020-02-01,mensile,578740
2022-04-24,2022-07-23,trimestrale,592060
2019-06-25,2019-09-23,trimestrale,567372
2022-10-10,2023-01-08,trimestrale,425864
2021-08-10,2021-11-08,trimestrale,509838
2021-04-18,2021-05-18,mensile,534940
2019-11-09,2020-11-08,annuale,458282
2022-05-15,2023-05-15,annuale,474958
2021-05-16,2022-05-16,annuale,556372
2022-03-01,2022-05-30,trimestrale,410788
2020-07-09,2020-10-07,trimestrale,454758
2018-11-16,2019-11-16,annuale,568065
2020-09-16,2020-10-16,mensile,565184
2021-02-04,2021-05-05,trimestrale,468388
2019-04-26,2020-04-25,annuale,595175
2021-04-30,2021-07-29,trimestrale,481051
2018-08-30,2018-09-29,mensile,429452
2019-11-10,2019-12-10,mensile,456459
2022-03-23,2022-04-22,mensile,516790
2019-01-13,2019-04-13,trimestrale,473279
2022-08-13,2023-08-13,annuale,521583
2018-06-18,2019-06-18,annuale,443103
2021-01-17,2021-02-16,mensile,418636
2022-12-26,2023-12-26,annuale,421510
2022-06-19,2022-07-19,mensile,444508
2022-05-22,2022-08-20,trimestrale,439526
2022-03-25,2023-03-25,annuale,458557
2018-02-13,2018-03-15,mensile,443015
2018-08-22,2019-08-22,annuale,409063
2021-01-10,2021-02-09,mensile,548250
2021-05-16,2021-08-14,trimestrale,413258
2018-08-14,2018-11-12,trimestrale,472327
2022-04-29,2023-04-29,annuale,445356
2020-12-01,2021-12-01,annuale,552352
2019-07-14,2019-10-12,trimestrale,439625
2019-01-13,2019-04-13,trimestrale,583046
2022-09-06,2022-12-05,trimestrale,437401
2020-07-10,2020-08-09,mensile,412727
2019-01-27,2019-02-26,mensile,452626
2022-12-30,2023-03-30,trimestrale,487315
2020-06-08,2020-07-08,mensile,552585
2022-08-13,2022-09-12,mensile,573966
2022-02-07,2022-05-08,trimestrale,405799
2020-11-02,2021-01-31,trimestrale,432190
2018-09-08,2018-12-07,trimestrale,440290
2021-01-10,2022-01-10,annuale,425974
2020-05-07,2020-06-06,mensile,473709
2018-04-05,2019-04-05,annuale,564745
2021-03-27,2021-04-26,mensile,410443
2021-11-07,2022-11-07,annuale,457066
2020-07-11,2020-10-09,trimestrale,534746
2019-01-19,2020-01-19,annuale,589690
2021-11-09,2022-02-07,trimestrale,555290
2018-12-31,2019-03-31,trimestrale,418052
2022-09-29,2022-12-28,trimestrale,576903
2021-12-31,2022-01-30,mensile,438082
2018-02-21,2019-02-21,annuale,413338
2019-12-21,2020-01-20,mensile,459169
2019-10-05,2020-10-04,annuale,501400
2021-01-30,2021-03-01,mensile,565742
2020-12-24,2021-03-24,trimestrale,563332
2022-10-25,2023-01-23,trimestrale,427147
2018-05-04,2018-08-02,trimestrale,486471
2021-02-11,2021-03-13,mensile,593004
2018-06-27,2019-06-27,annuale,471690
2020-07-18,2021-07-18,annuale,583253
2019-04-10,2019-07-09,trimestrale,402097
2019-09-07,2019-12-06,trimestrale,434545
2022-06-11,2023-06-11,annuale,420472
2022-06-25,2022-07-25,mensile,445550
2022-05-28,2022-08-26,trimestrale,532270
2018-07-23,2019-07-23,annuale,481649
2022-07-14,2023-07-14,annuale,571885
2022-09-22,2022-10-22,mensile,572870
2021-01-13,2021-04-13,trimestrale,476938
2019-01-20,2019-04-20,trimestrale,455128
2018-05-25,2018-06-24,mensile,414126
2022-12-25,2023-03-25,trimestrale,526399
2020-11-02,2020-12-02,mensile,554438
2021-09-04,2022-09-04,annuale,540926
2020-02-04,2020-03-05,mensile,403113
2020-03-11,2020-06-09,trimestrale,587348
2020-08-11,2020-09-10,mensile,487341
2018-02-23,2018-03-25,mensile,409670
2022-06-23,2023-06-23,annuale,450276
2021-03-23,2021-06-21,trimestrale,591196
2019-02-26,2019-05-27,trimestrale,482631
2018-07-27,2019-07-27,annuale,516367
2020-06-14,2021-06-14,annuale,450845
2020-11-30,2021-02-28,trimestrale,575266
2018-03-16,2018-04-15,mensile,450321
2018-12-22,2019-12-22,annuale,457984
2022-02-13,2023-02-13,annuale,571011
2021-04-25,2021-07-24,trimestrale,520328
2020-11-06,2021-02-04,trimestrale,479746
2021-01-06,2021-04-06,trimestrale,549924
2021-10-12,2022-10-12,annuale,482897
2021-06-10,2021-07-10,mensile,579286
2020-05-15,2020-08-13,trimestrale,595080
2019-10-31,2020-10-30,annuale,532778
2022-11-20,2023-11-20,annuale,490718
2021-04-22,2021-05-22,mensile,448181
2019-10-03,2020-10-02,annuale,407839
2022-08-24,2023-08-24,annuale,444977
2020-07-18,2020-08-17,mensile,474799
2020-05-25,2020-06-24,mensile,565783
2020-05-11,2021-05-11,annuale,405498
2020-11-14,2020-12-14,mensile,487459
2020-09-16,2020-10-16,mensile,449130
2018-02-12,2018-03-14,mensile,579457
2020-06-01,2020-08-30,trimestrale,531034
2020-10-21,2020-11-20,mensile,505977
2020-07-19,2021-07-19,annuale,465141
2019-06-10,2019-09-08,trimestrale,492700
2023-01-09,2023-04-09,trimestrale,533322
2022-12-03,2023-03-03,trimestrale,573630
2020-10-23,2021-10-23,annuale,564212
2020-07-18,2020-10-16,trimestrale,476424
2020-08-22,2020-09-21,mensile,591966
2019-01-17,2019-04-17,trimestrale,436141
2022-03-16,2022-06-14,trimestrale,461995
2021-03-18,2022-03-18,annuale,519005
2019-11-04,2020-02-02,trimestrale,534919
2018-06-04,2019-06-04,annuale,401083
2021-03-09,2021-06-07,trimestrale,456699
2020-03-11,2020-06-09,trimestrale,596529
2018-03-06,2018-06-04,trimestrale,498780
2020-05-27,2020-06-26,mensile,473391
2019-12-01,2020-11-30,annuale,533176
2018-06-15,2018-07-15,mensile,596967
2020-09-10,2021-09-10,annuale,411422
2022-02-03,2022-03-05,mensile,600787
2021-02-07,2021-03-09,mensile,541560
2018-10-05,2019-01-03,trimestrale,564888
2022-04-28,2022-07-27,trimestrale,409545
2018-02-28,2018-03-30,mensile,419029
2021-02-26,2022-02-26,annuale,597742
2022-12-22,2023-03-22,trimestrale,556637
2022-05-22,2023-05-22,annuale,529103
2019-02-26,2019-05-27,trimestrale,481354
2019-12-16,2020-12-15,annuale,553613
2019-03-13,2019-06-11,trimestrale,526032
2021-07-01,2021-07-31,mensile,473086
2019-06-26,2019-09-24,trimestrale,468994
2022-02-02,2023-02-02,annuale,449138
2020-10-11,2021-01-09,trimestrale,528367
2021-09-02,2021-12-01,trimestrale,483117
2022-03-29,2022-04-28,mensile,431419
2019-04-15,2019-05-15,mensile,556375
2022-08-06,2023-08-06,annuale,481566
2021-10-31,2022-10-31,annuale,474845
2019-09-06,2019-12-05,trimestrale,462081
2021-07-12,2022-07-12,annuale,503084
2018-05-19,2018-08-17,trimestrale,569194
2022-07-02,2022-08-01,mensile,468238
2020-05-03,2020-08-01,trimestrale,411153
2023-01-18,2024-01-18,annuale,519803
2019-03-04,2020-03-03,annuale,576314
2018-11-26,2018-12-26,mensile,582349
2018-04-15,2018-07-14,trimestrale,541417
2022-12-30,2023-12-30,annuale,532886
2018-03-21,2019-03-21,annuale,482284
2018-04-14,2018-05-14,mensile,536818
2022-09-03,2022-10-03,mensile,524951
2022-11-22,2023-11-22,annuale,578561
2020-07-30,2020-08-29,mensile,468029
2020-11-15,2021-11-15,annuale,489153
2023-01-13,2023-02-12,mensile,539630
2020-06-28,2020-09-26,trimestrale,522380
2019-12-01,2020-11-30,annuale,599874
2019-01-23,2020-01-23,annuale,505692
2021-07-10,2021-08-09,mensile,516310
2018-09-16,2018-10-16,mensile,574825
2019-05-13,2019-06-12,mensile,493230
2019-02-28,2019-03-30,mensile,446952
2022-02-01,2022-03-03,mensile,592622
2018-09-06,2018-10-06,mensile,474279
2021-07-09,2022-07-09,annuale,404192
2021-05-20,2022-05-20,annuale,588569
2021-09-02,2021-12-01,trimestrale,443393
2020-04-17,2021-04-17,annuale,590465
2019-10-17,2019-11-16,mensile,458279
2020-01-09,2020-02-08,mensile,482778
2022-05-25,2022-06-24,mensile,544174
2019-11-15,2020-11-14,annuale,417999
2022-01-27,2022-04-27,trimestrale,443247
2020-09-16,2020-10-16,mensile,472708
2018-10-02,2019-10-02,annuale,547877
2020-11-23,2021-02-21,trimestrale,486402
2019-11-08,2019-12-08,mensile,582289
2022-11-30,2022-12-30,mensile,527073
2019-02-26,2019-05-27,trimestrale,599196
2022-03-06,2022-06-04,trimestrale,439791
2020-07-01,2021-07-01,annuale,468222
2019-08-06,2019-11-04,trimestrale,494799
2019-09-13,2019-10-13,mensile,440254
2019-03-28,2019-04-27,mensile,559598
2019-01-10,2020-01-10,annuale,599136
2019-08-11,2019-11-09,trimestrale,574517
2019-03-18,2019-04-17,mensile,512270
2020-04-25,2020-07-24,trimestrale,533712
2022-05-25,2023-05-25,annuale,474440
2019-12-06,2020-01-05,mensile,593414
2021-07-26,2022-07-26,annuale,433808
2018-07-21,2019-07-21,annuale,419759
2021-06-27,2022-06-27,annuale,592693
2021-05-24,2021-06-23,mensile,420961
2018-06-09,2018-07-09,mensile,571510
2018-04-14,2018-07-13,trimestrale,418516
2020-11-30,2021-11-30,annuale,514857
2021-01-04,2021-02-03,mensile,554576
2022-03-29,2023-03-29,annuale,556347
2021-12-27,2022-03-27,trimestrale,442992
2019-02-18,2019-03-20,mensile,421460
2018-11-27,2019-02-25,trimestrale,463117
2020-01-05,2020-02-04,mensile,501552
2022-09-06,2022-10-06,mensile,433568
2019-10-22,2019-11-21,mensile,594214
2021-03-12,2021-04-11,mensile,590971
2022-02-02,2023-02-02,annuale,417404
2018-06-25,2018-07-25,mensile,483271
2019-02-14,2019-03-16,mensile,406400
2021-04-17,2021-07-16,trimestrale,493962
2022-12-01,2022-12-31,mensile,443039
2019-12-21,2020-01-20,mensile,538026
2020-06-21,2021-06-21,annuale,596887
2021-07-02,2022-07-02,annuale,479896
2022-09-13,2023-09-13,annuale,412862
2022-12-25,2023-03-25,trimestrale,406890
2021-06-02,2021-07-02,mensile,426654
2020-01-23,2021-01-22,annuale,575006
2021-06-25,2021-09-23,trimestrale,422455
2018-05-07,2018-06-06,mensile,530495
2020-04-03,2021-04-03,annuale,434284
2018-10-09,2018-11-08,mensile,422483
2022-07-26,2022-10-24,trimestrale,550698
2020-09-08,2021-09-08,annuale,492949
2019-11-25,2019-12-25,mensile,541960
2018-06-03,2018-09-01,trimestrale,486480
2019-06-21,2019-09-19,trimestrale,531539
2022-06-20,2022-09-18,trimestrale,444466
2018-03-18,2018-06-16,trimestrale,456211
2019-01-31,2020-01-31,annuale,414706
2019-06-13,2020-06-12,annuale,433350
2020-02-20,2021-02-19,annuale,461486
2020-11-14,2021-02-12,trimestrale,430799
2021-05-11,2021-08-09,trimestrale,444596
2019-03-04,2019-04-03,mensile,585650
2022-01-24,2022-04-24,trimestrale,500188
2018-11-28,2018-12-28,mensile,595241
2021-10-26,2022-01-24,trimestrale,483137
2021-02-05,2021-03-07,mensile,534944
2019-01-12,2020-01-12,annuale,444143
2021-05-09,2022-05-09,annuale,536599
2018-03-24,2019-03-24,annuale,493506
2022-08-17,2022-09-16,mensile,485185
2020-07-10,2020-08-09,mensile,577908
2018-04-30,2019-04-30,annuale,463493
2022-05-23,2023-05-23,annuale,509359
2021-07-05,2021-10-03,trimestrale,596867
2020-07-27,2020-08-26,mensile,445601
2020-09-30,2021-09-30,annuale,403191
2019-10-05,2019-11-04,mensile,504334
2018-10-10,2019-01-08,trimestrale,424679
2021-05-09,2021-06-08,mensile,485387
2018-04-06,2018-05-06,mensile,417368
2021-01-23,2021-02-22,mensile,424918
2019-01-03,2019-04-03,trimestrale,494469
2018-12-12,2019-01-11,mensile,448422
2020-04-09,2020-05-09,mensile,554687
2018-07-11,2019-07-11,annuale,537747
2021-04-08,2021-05-08,mensile,421929
2022-05-10,2023-05-10,annuale,591461
2021-09-22,2022-09-22,annuale,550427
2018-06-06,2019-06-06,annuale,515058
2021-12-29,2022-12-29,annuale,402965
2022-02-21,2023-02-21,annuale,419059
2021-10-23,2021-11-22,mensile,416223
2019-08-29,2019-11-27,trimestrale,484851
2021-07-21,2022-07-21,annuale,500891
2018-03-16,2018-06-14,trimestrale,520000
2019-03-21,2020-03-20,annuale,438350
2019-02-05,2020-02-05,annuale,529698
2022-02-05,2022-03-07,mensile,430364
2020-11-14,2021-02-12,trimestrale,550535
2020-07-01,2021-07-01,annuale,592910
2023-01-30,2024-01-30,annuale,586795
2020-12-08,2021-03-08,trimestrale,444442
2021-09-15,2021-10-15,mensile,546602
2021-03-22,2022-03-22,annuale,549863
2021-10-07,2022-10-07,annuale,590716
2021-01-19,2021-04-19,trimestrale,550557
2018-10-19,2018-11-18,mensile,447648
2018-08-02,2019-08-02,annuale,457159
2020-04-12,2020-05-12,mensile,417866
2018-08-23,2018-09-22,mensile,594472
2021-05-22,2021-06-21,mensile,576970
2023-01-23,2023-04-23,trimestrale,597500
2022-01-16,2022-04-16,trimestrale,455048
2018-10-18,2019-01-16,trimestrale,434697
2021-08-17,2021-09-16,mensile,434607
2018-10-27,2019-01-25,trimestrale,418193
2018-10-23,2019-10-23,annuale,422889
2019-05-10,2019-08-08,trimestrale,507043
2020-07-11,2020-10-09,trimestrale,484747
2022-12-14,2023-03-14,trimestrale,436186
2022-09-20,2023-09-20,annuale,415138
2021-10-03,2021-11-02,mensile,460522
2018-08-15,2019-08-15,annuale,474856
2021-11-14,2022-02-12,trimestrale,403549
2018-08-14,2019-08-14,annuale,513657
2022-11-16,2023-11-16,annuale,492302
2021-07-08,2022-07-08,annuale,413999
2019-06-04,2019-09-02,trimestrale,596676
2022-07-13,2023-07-13,annuale,549778
2019-02-05,2019-05-06,trimestrale,531637
2022-11-22,2023-02-20,trimestrale,525475
2022-07-12,2023-07-12,annuale,585145
2022-10-25,2023-10-25,annuale,477118
2022-01-25,2023-01-25,annuale,539469
2019-02-10,2019-05-11,trimestrale,583218
2020-09-11,2020-12-10,trimestrale,594924
2020-07-04,2020-10-02,trimestrale,570907
2020-01-25,2021-01-24,annuale,428033
2019-07-10,2019-08-09,mensile,504059
2019-02-04,2020-02-04,annuale,509663
2018-11-24,2018-12-24,mensile,477284
2019-09-22,2019-10-22,mensile,530186
2020-10-06,2021-10-06,annuale,426488
2020-06-02,2021-06-02,annuale,521816
2022-11-03,2023-11-03,annuale,531241
2020-08-01,2020-10-30,trimestrale,508663
2021-10-02,2021-11-01,mensile,525966
2022-08-24,2023-08-24,annuale,508284
2021-03-22,2021-04-21,mensile,597897
2021-09-01,2021-10-01,mensile,577410
2021-02-11,2021-03-13,mensile,579125
2021-11-16,2022-11-16,annuale,498631
2022-09-14,2023-09-14,annuale,427617
2020-06-04,2021-06-04,annuale,580568
2022-02-14,2022-05-15,trimestrale,534648
2020-02-13,2020-03-14,mensile,413731
2021-05-11,2022-05-11,annuale,459081
2021-06-08,2022-06-08,annuale,471628
2022-08-16,2022-11-14,trimestrale,444889
2020-01-04,2021-01-03,annuale,574067
2019-01-09,2019-04-09,trimestrale,585277
2019-06-05,2019-07-05,mensile,525238
2023-01-26,2023-02-25,mensile,530356
2020-04-18,2021-04-18,annuale,454599
2019-01-30,2019-03-01,mensile,592651
2019-10-21,2020-10-20,annuale,426730
2021-08-22,2021-11-20,trimestrale,545188
2019-03-18,2019-04-17,mensile,556027
2021-06-04,2021-09-02,trimestrale,431779
2018-05-31,2018-08-29,trimestrale,408644
2021-07-10,2021-10-08,trimestrale,536121
2023-01-06,2024-01-06,annuale,583792
2020-06-01,2021-06-01,annuale,558145
2018-09-25,2018-12-24,trimestrale,411365
2019-03-31,2020-03-30,annuale,498145
2022-05-05,2022-08-03,trimestrale,527400
2018-04-03,2019-04-03,annuale,519162
2018-08-07,2018-09-06,mensile,564812
2018-03-23,2019-03-23,annuale,517506
2019-11-25,2020-11-24,annuale,494572
2020-10-02,2020-11-01,mensile,598926
2020-04-25,2020-07-24,trimestrale,595422
2022-02-23,2022-03-25,mensile,488078
2018-08-30,2018-09-29,mensile,419709
2022-03-27,2023-03-27,annuale,405902
2022-06-10,2023-06-10,annuale,468533
2022-04-19,2022-05-19,mensile,421859
2021-05-26,2021-08-24,trimestrale,520399
2021-01-27,2022-01-27,annuale,533939
2019-10-25,2020-01-23,trimestrale,515371
2022-09-29,2022-10-29,mensile,503577
2022-09-10,2022-12-09,trimestrale,479443
2022-11-10,2022-12-10,mensile,464349
2020-09-22,2020-10-22,mensile,534781
2021-05-07,2021-08-05,trimestrale,591218
2020-11-13,2021-02-11,trimestrale,587393
2022-09-12,2022-12-11,trimestrale,480075
2019-06-26,2020-06-25,annuale,599380
2020-06-29,2021-06-29,annuale,500245
2021-10-09,2022-01-07,trimestrale,600730
2020-01-18,2020-02-17,mensile,565969
2021-11-24,2021-12-24,mensile,467053
2019-09-07,2019-12-06,trimestrale,540920
2022-01-16,2022-04-16,trimestrale,475269
2020-07-29,2021-07-29,annuale,487607
2018-08-02,2018-10-31,trimestrale,504148
2019-07-29,2019-08-28,mensile,549838
2022-04-02,2023-04-02,annuale,504202
2020-01-04,2020-04-03,trimestrale,508317
2020-10-30,2021-01-28,trimestrale,531686
2019-08-20,2019-11-18,trimestrale,492097
2018-09-15,2018-12-14,trimestrale,538178
2021-04-13,2021-07-12,trimestrale,567207
2022-11-27,2023-02-25,trimestrale,445761
2018-12-29,2019-03-29,trimestrale,458795
2022-03-17,2022-04-16,mensile,502908
2022-07-19,2022-10-17,trimestrale,461662
2021-04-24,2021-07-23,trimestrale,584797
2018-07-25,2019-07-25,annuale,496879
2018-04-06,2019-04-06,annuale,449891
2021-05-02,2021-06-01,mensile,448599
2020-11-02,2020-12-02,mensile,423693
2019-11-19,2020-11-18,annuale,572555
2019-01-16,2019-04-16,trimestrale,502606
2021-08-08,2021-11-06,trimestrale,450527
2020-05-10,2020-06-09,mensile,435377
2021-10-04,2022-01-02,trimestrale,570348
2020-02-26,2020-03-27,mensile,440680
2022-06-20,2023-06-20,annuale,580343
2018-07-08,2019-07-08,annuale,486642
2019-12-25,2020-03-24,trimestrale,552378
2021-04-04,2022-04-04,annuale,448828
2023-01-01,2023-04-01,trimestrale,581855
2019-11-15,2020-02-13,trimestrale,470913
2019-10-01,2020-09-30,annuale,582551
2018-03-17,2018-04-16,mensile,446614
2021-04-29,2022-04-29,annuale,531167
2021-09-20,2021-12-19,trimestrale,519184
2020-01-28,2020-04-27,trimestrale,570460
2018-08-02,2018-10-31,trimestrale,417305
2020-11-09,2021-11-09,annuale,494602
2022-07-03,2022-08-02,mensile,588255
2018-04-14,2018-07-13,trimestrale,450204
2020-03-19,2020-04-18,mensile,491336
2022-01-27,2022-04-27,trimestrale,497874
2021-05-02,2021-07-31,trimestrale,428860
2020-06-23,2021-06-23,annuale,424563
2019-04-13,2020-04-12,annuale,453209
2019-02-01,2020-02-01,annuale,570514
2021-08-22,2022-08-22,annuale,488470
2019-12-11,2020-03-10,trimestrale,401882
2021-04-11,2021-07-10,trimestrale,503224
2019-03-04,2019-04-03,mensile,496125
2021-12-03,2022-01-02,mensile,567437
2021-08-17,2022-08-17,annuale,564464
2021-11-17,2022-11-17,annuale,529334
2018-12-29,2019-01-28,mensile,512452
2022-03-22,2023-03-22,annuale,504886
2018-07-18,2018-08-17,mensile,468288
2019-06-08,2020-06-07,annuale,431037
2019-07-16,2019-08-15,mensile,552824
2021-08-22,2022-08-22,annuale,405915
2018-07-25,2018-08-24,mensile,488108
2021-08-01,2021-08-31,mensile,505030
2022-06-27,2022-09-25,trimestrale,550446
2020-02-07,2020-05-07,trimestrale,404195
2021-01-23,2021-02-22,mensile,401246
2021-04-26,2022-04-26,annuale,453320
2021-03-15,2021-06-13,trimestrale,525862
2022-10-11,2022-11-10,mensile,592282
2018-03-10,2019-03-10,annuale,524208
2019-12-08,2020-12-07,annuale,450948
2022-06-21,2022-09-19,trimestrale,542505
2018-03-31,2019-03-31,annuale,594638
2020-10-25,2020-11-24,mensile,410521
2021-08-17,2021-09-16,mensile,451457
2021-04-05,2021-07-04,trimestrale,402928
2021-05-04,2021-06-03,mensile,443155
2021-04-15,2022-04-15,annuale,507923
2023-01-25,2023-02-24,mensile,404696
2018-12-22,2019-01-21,mensile,438843
2021-10-28,2021-11-27,mensile,539358
2019-08-21,2019-09-20,mensile,433552
2019-02-09,2020-02-09,annuale,478072
2020-10-07,2021-10-07,annuale,537628
2020-10-06,2020-11-05,mensile,587817
2018-10-21,2019-01-19,trimestrale,503496
2018-06-08,2018-07-08,mensile,404493
2020-01-07,2021-01-06,annuale,466920
2022-05-20,2022-06-19,mensile,455659
2021-04-22,2021-05-22,mensile,431458
2020-12-28,2021-03-28,trimestrale,551250
2018-09-26,2019-09-26,annuale,415357
2019-02-17,2019-03-19,mensile,439693
2022-08-02,2022-10-31,trimestrale,599879
2021-11-29,2021-12-29,mensile,481911
2022-06-25,2022-07-25,mensile,533734
2022-06-24,2022-09-22,trimestrale,471593
2018-03-01,2018-03-31,mensile,480697
2018-09-24,2018-12-23,trimestrale,549062
2019-05-22,2019-06-21,mensile,518212
2019-08-04,2019-09-03,mensile,495910
2021-12-28,2022-12-28,annuale,420283
2020-09-27,2021-09-27,annuale,497232
2022-05-23,2022-06-22,mensile,482891
2021-07-02,2021-09-30,trimestrale,450828
2018-08-26,2018-11-24,trimestrale,594228
2019-10-29,2020-10-28,annuale,557102
2021-09-08,2021-10-08,mensile,439063
2018-05-08,2018-08-06,trimestrale,515730
2018-08-15,2018-09-14,mensile,583351
2019-07-29,2019-10-27,trimestrale,586698
2019-05-24,2020-05-23,annuale,408761
2020-02-26,2020-03-27,mensile,487121
2021-03-14,2021-06-12,trimestrale,530399
2019-05-28,2019-06-27,mensile,454359
2022-05-01,2022-05-31,mensile,445192
2020-02-13,2021-02-12,annuale,528879
2018-06-09,2018-07-09,mensile,430812
2019-12-09,2020-12-08,annuale,577065
2018-11-18,2019-11-18,annuale,426862
2020-05-14,2020-08-12,trimestrale,508340
2021-07-28,2022-07-28,annuale,564540
2019-02-25,2019-03-27,mensile,490744
2021-01-29,2021-02-28,mensile,575173
2018-06-21,2018-07-21,mensile,426936
2021-11-27,2021-12-27,mensile,574398
2022-11-10,2022-12-10,mensile,565722
2020-09-13,2020-12-12,trimestrale,414516
2018-08-26,2019-08-26,annuale,585935
2019-08-22,2019-09-21,mensile,561851
2022-07-04,2023-07-04,annuale,525672
2021-11-29,2022-02-27,trimestrale,522563
2019-02-11,2020-02-11,annuale,534829
2019-08-08,2019-09-07,mensile,420964
2022-08-25,2022-09-24,mensile,516507
2021-01-14,2021-02-13,mensile,593240
2019-10-27,2020-10-26,annuale,535575
2022-11-23,2022-12-23,mensile,541859
2021-03-18,2021-04-17,mensile,485570
2022-01-17,2023-01-17,annuale,596458
2022-01-29,2022-02-28,mensile,561502
2021-03-20,2021-06-18,trimestrale,522323
2019-05-19,2019-06-18,mensile,492317
2021-02-07,2022-02-07,annuale,440601
2018-04-06,2018-05-06,mensile,421272
2021-11-11,2021-12-11,mensile,405168
2022-02-19,2022-03-21,mensile,438954
2019-03-11,2019-06-09,trimestrale,453651
2021-05-23,2021-06-22,mensile,501442
2021-01-24,2022-01-24,annuale,403494
2022-08-29,2023-08-29,annuale,488380
2022-06-02,2022-08-31,trimestrale,556345
2018-02-27,2019-02-27,annuale,593525
2018-07-25,2019-07-25,annuale,591634
2019-05-28,2019-08-26,trimestrale,537763
2021-02-10,2021-03-12,mensile,505139
2018-09-14,2019-09-14,annuale,471079
2018-10-13,2019-01-11,trimestrale,477586
2018-02-22,2018-03-24,mensile,584060
2022-01-17,2022-04-17,trimestrale,425895
2021-04-19,2021-05-19,mensile,499888
2018-11-28,2018-12-28,mensile,513689
2021-04-20,2021-07-19,trimestrale,471661
2018-07-09,2019-07-09,annuale,544446
2022-06-30,2022-07-30,mensile,440653
2022-03-07,2023-03-07,annuale,552289
2020-06-24,2020-07-24,mensile,477971
2022-09-07,2023-09-07,annuale,518846
2018-09-01,2018-10-01,mensile,420189
2021-03-15,2021-04-14,mensile,580681
2022-01-09,2022-04-09,trimestrale,501696
2020-04-07,2020-07-06,trimestrale,589878
2018-10-10,2019-10-10,annuale,428212
2019-12-24,2020-03-23,trimestrale,416493
2022-02-10,2022-05-11,trimestrale,455639
2018-09-16,2018-10-16,mensile,462420
2022-04-17,2023-04-17,annuale,436172
2020-07-25,2021-07-25,annuale,493083
2019-05-19,2019-08-17,trimestrale,560833
2019-09-17,2019-12-16,trimestrale,528473
2022-01-15,2022-04-15,trimestrale,498133
2022-03-04,2022-06-02,trimestrale,405372
2020-06-22,2020-07-22,mensile,550539
2020-12-13,2021-12-13,annuale,550199
2022-09-12,2022-10-12,mensile,483986
2019-05-05,2020-05-04,annuale,518334
2021-11-12,2022-11-12,annuale,468938
2019-10-29,2019-11-28,mensile,545176
2018-02-26,2019-02-26,annuale,505850
2020-06-22,2021-06-22,annuale,518279
2019-12-16,2020-03-15,trimestrale,526706
2018-11-15,2018-12-15,mensile,429120
2020-07-28,2020-10-26,trimestrale,518027
2019-01-02,2019-04-02,trimestrale,471030
2021-03-26,2021-06-24,trimestrale,455455
2020-06-10,2020-07-10,mensile,489884
2018-11-06,2019-02-04,trimestrale,494231
2021-12-04,2022-12-04,annuale,409990
2021-04-17,2021-07-16,trimestrale,565391
2022-08-22,2022-09-21,mensile,599877
2021-10-24,2022-01-22,trimestrale,511779
2022-10-26,2023-10-26,annuale,588697
2018-02-18,2018-03-20,mensile,461237
2021-07-14,2022-07-14,annuale,515971
2022-02-25,2022-05-26,trimestrale,550430
2018-06-28,2018-09-26,trimestrale,473772
2019-08-05,2019-11-03,trimestrale,560213
2021-03-04,2021-06-02,trimestrale,410651
2020-10-16,2020-11-15,mensile,554641
2018-10-21,2018-11-20,mensile,496365
2022-11-20,2022-12-20,mensile,568035
2020-08-29,2020-11-27,trimestrale,554298
2019-10-05,2020-10-04,annuale,532827
2020-12-01,2020-12-31,mensile,456760
2019-10-03,2020-10-02,annuale,587840
2018-02-05,2018-03-07,mensile,497568
2021-05-10,2022-05-10,annuale,454723
2019-08-04,2019-11-02,trimestrale,488980
2020-08-07,2020-11-05,trimestrale,554634
2019-12-20,2020-01-19,mensile,514647
2020-06-08,2021-06-08,annuale,406897
2020-09-14,2020-10-14,mensile,523760
2018-09-20,2019-09-20,annuale,444176
2021-12-16,2022-01-15,mensile,512174
2022-06-10,2022-07-10,mensile,585852
2021-01-20,2022-01-20,annuale,445808
2022-12-24,2023-01-23,mensile,552097
2022-03-16,2022-04-15,mensile,444873
2020-08-26,2021-08-26,annuale,445623
2018-10-16,2019-10-16,annuale,510941
2022-07-15,2022-10-13,trimestrale,572189
